contig	qseqid	qstart	qend	sseqid	slen	Protein_Class	Protein_Cluster	Protein_Family
SRR24605838_contigs.fasta	NODE_55207_length_2257_cov_4.034060	2	826	SPA_MetaAn_62_l292_st3287_e4162_se-1_ID=212_5	292	B3	B3-IV	Undefined
SRR24605838_contigs.fasta	NODE_5670_length_9010_cov_59.292797	1558	686	SPA_MetaAn_65_l291_st686_e1558_se-1_ID=5670_2	291	A	A-III	Undefined
SRR24605838_contigs.fasta	NODE_66361_length_2029_cov_4.210233	2029	815	21243713_len_452_MetaAn_63	452	C	C-I	Undefined
SRR24605838_contigs.fasta	NODE_66361_length_2029_cov_4.210233	1987	830	IDC-2	395	C	C-I	IDC
SRR24605838_contigs.fasta	NODE_85142_length_1761_cov_4.191676	1761	1027	SPA_MetaAn_73_l291_st361_e1233_se1_ID=77215_2	291	B3	B3-I	Undefined
SRR24605838_contigs.fasta	NODE_93827_length_1666_cov_8.937306	662	1615	4754110_len_319_MetaAn_65	319	A	A-II	Undefined
SRR24605838_contigs.fasta	NODE_94866_length_1656_cov_20.251093	863	1651	SPA_MetaAn_62_l295_st1999_e2883_se1_ID=20697_5	295	B3	B3-IV	Undefined
SRR24605838_contigs.fasta	NODE_94866_length_1656_cov_20.251093	848	1654	4747673_len_294_MetaAn_65	294	B3	B3-IV	Undefined
SRR24605834_contigs.fasta	NODE_2494_length_5304_cov_18.757097	3999	3103	SPA_MetaAn_66_l299_st3103_e3999_se-1_ID=2494_4	299	A	A-VI	Undefined
SRR24605834_contigs.fasta	NODE_38823_length_947_cov_12.922646	18	881	SPA_MetaAn_3_l288_st172_e1035_se1_ID=176893_2	288	A	A-III	Undefined
SRR24605834_contigs.fasta	NODE_3938_length_3930_cov_29.252387	1287	2159	19371791_len_295_MetaAn_23	295	A	A-II	Undefined
SRR24605834_contigs.fasta	NODE_3938_length_3930_cov_29.252387	1278	2165	SPA_MetaAn_66_l296_st1278_e2165_se1_ID=3938_3	296	A	A-II	Undefined
SRR24605834_contigs.fasta	NODE_4223_length_3748_cov_10.811265	839	81	973004_len_254_MetaAn_57	254	B1	B1-III	Undefined
SRR24605834_contigs.fasta	NODE_53367_length_798_cov_5.059219	798	1	SPA_MetaAn_1_l295_st1080_e1964_se-1_ID=57481_3	295	A	A-II	Undefined
SRR24605834_contigs.fasta	NODE_552_length_12646_cov_10.703121	3192	3980	SPA_MetaAn_66_l263_st3192_e3980_se1_ID=552_4	263	B1	B1-III	Undefined
SRR24605839_contigs.fasta	NODE_104_length_24496_cov_11.204697	21870	22712	2688882_len_281_MetaAn_67	281	D	D-III	Undefined
SRR24605839_contigs.fasta	NODE_11786_length_3533_cov_28.159574	963	52	3061646_len_305_MetaAn_67	305	B3	B3-V	Undefined
SRR24605839_contigs.fasta	NODE_122004_length_1148_cov_2.865508	920	132	SPA_MetaAn_67_l263_st132_e920_se-1_ID=122004_1	263	D	D-I	Undefined
SRR24605839_contigs.fasta	NODE_1301_length_9743_cov_6.861272	2396	3289	SPA_MetaAn_67_l298_st2396_e3289_se1_ID=1301_3	298	B3	B3-IV	Undefined
SRR24605839_contigs.fasta	NODE_317905_length_747_cov_2.592486	84	746	5214257_len_268_MetaAn_10	268	B1	B1-III	Undefined
SRR24605839_contigs.fasta	NODE_44098_length_1859_cov_5.768293	33	782	SPA_MetaAn_67_l250_st33_e782_se1_ID=44098_1	250	B1	B1-III	Undefined
SRR24605839_contigs.fasta	NODE_45580_length_1830_cov_6.665352	1611	736	13341590_len_293_MetaAn_67	293	B3	B3-IV	Undefined
SRR24605827_contigs.fasta	NODE_139255_length_1732_cov_4.282648	1235	501	SPA_MetaAn_68_l245_st501_e1235_se-1_ID=139255_2	245	B1	B1-II	Undefined
SRR24605827_contigs.fasta	NODE_1613_length_26254_cov_12.913394	9650	8754	23472700_len_300_MetaAn_68	300	B3	B3-V	Undefined
SRR24605827_contigs.fasta	NODE_191447_length_1420_cov_4.164835	131	1057	24897760_len_310_MetaAn_68	310	B3	B3-VI	Undefined
SRR24605827_contigs.fasta	NODE_20115_length_5750_cov_8.303248	238	1212	SPA_MetaAn_68_l325_st238_e1212_se1_ID=20115_1	325	B3	B3-V	Undefined
SRR24605827_contigs.fasta	NODE_205426_length_1359_cov_2.582055	738	1	5529096_len_254_MetaAn_57	254	B1	B1-III	Undefined
SRR24605827_contigs.fasta	NODE_21799_length_5478_cov_5.851374	3575	2796	30925760_len_277_MetaAn_73	277	D	D-III	Undefined
SRR24605827_contigs.fasta	NODE_33733_length_4167_cov_5.467899	2624	3361	SPA_MetaAn_68_l246_st2624_e3361_se1_ID=33733_4	246	B1	B1-I	Undefined
SRR24605827_contigs.fasta	NODE_40696_length_3716_cov_9.193117	2567	1728	39384327_len_286_MetaAn_74	286	D	D-I	Undefined
SRR24605827_contigs.fasta	NODE_4114_length_15330_cov_7.087791	12487	13404	5036653_len_309_MetaAn_58	309	B3	B3-V	Undefined
SRR24605827_contigs.fasta	NODE_4114_length_15330_cov_7.087791	12496	13407	SPA_MetaAn_68_l304_st12496_e13407_se1_ID=4114_16	304	B3	B3-VI	Undefined
SRR24605827_contigs.fasta	NODE_42599_length_3612_cov_4.695530	2864	3604	4609979_len_277_MetaAn_73	277	D	D-III	Undefined
SRR24605827_contigs.fasta	NODE_443942_length_845_cov_14.494937	845	3	29092992_len_304_MetaAn_65	304	A	A-II	Undefined
SRR24605827_contigs.fasta	NODE_455172_length_833_cov_2.192802	27	824	SPA_MetaAn_2_l331_st2841_e3833_se-1_ID=8100_4	331	B3	B3-V	Undefined
SRR24605827_contigs.fasta	NODE_455172_length_833_cov_2.192802	9	830	3275363_len_333_MetaAn_10	333	B3	B3-V	Undefined
SRR24605827_contigs.fasta	NODE_46255_length_3431_cov_5.604562	2163	1234	SPA_MetaAn_68_l310_st1234_e2163_se-1_ID=46255_2	310	B3	B3-V	Undefined
SRR24605827_contigs.fasta	NODE_46255_length_3431_cov_5.604562	2037	1240	SSE-1	288	B3	B3-IX	SSE
SRR24605827_contigs.fasta	NODE_58527_length_2968_cov_6.102987	2183	2968	SPA_MetaAn_4_l296_st1779_e2666_se1_ID=221_5	296	B3	B3-IV	Undefined
SRR24605827_contigs.fasta	NODE_9749_length_9080_cov_10.279335	6028	6972	5100200_len_316_MetaAn_68	316	A	A-IV	Undefined
SRR24605835_contigs.fasta	NODE_149249_length_1018_cov_1.557632	913	11	SPA_MetaAn_69_l301_st11_e913_se-1_ID=149249_1	301	B3	B3-IV	Undefined
SRR24605835_contigs.fasta	NODE_149249_length_1018_cov_1.557632	868	14	5424715_len_302_MetaAn_54	302	B3	B3-IV	Undefined
SRR24605835_contigs.fasta	NODE_149249_length_1018_cov_1.557632	871	20	SPA_MetaAn_61_l302_st2155_e3060_se-1_ID=52238_3	302	B3	B3-IV	Undefined
SRR24605835_contigs.fasta	NODE_149249_length_1018_cov_1.557632	805	23	4519186_len_281_MetaAn_59	281	B3	B3-IV	Undefined
SRR24605835_contigs.fasta	NODE_16341_length_2714_cov_7.116585	1573	2439	SPA_MetaAn_69_l289_st1573_e2439_se1_ID=16341_3	289	D	D-III	Undefined
SRR24605835_contigs.fasta	NODE_175986_length_945_cov_6.385393	18	902	LRA7-2	301	B3	B3-IV	LRA7
SRR24605835_contigs.fasta	NODE_175986_length_945_cov_6.385393	9	905	LRA3-2	303	B3	B3-IV	LRA3
SRR24605835_contigs.fasta	NODE_175986_length_945_cov_6.385393	99	914	SPA_MetaAn_83_l273_st1511_e2329_se-1_ID=18058_3	273	B3	B3-IV	Undefined
SRR24605835_contigs.fasta	NODE_2210_length_7743_cov_8.143861	6108	6974	SPA_MetaAn_83_l316_st79_e1026_se1_ID=27587_2	316	B3	B3-IV	Undefined
SRR24605835_contigs.fasta	NODE_2210_length_7743_cov_8.143861	6111	6986	SPA_MetaAn_69_l292_st6111_e6986_se1_ID=2210_7	292	B3	B3-IV	Undefined
SRR24605835_contigs.fasta	NODE_7463_length_3979_cov_5.692661	3485	2610	SPA_MetaAn_69_l292_st2610_e3485_se-1_ID=7463_4	292	B3	B3-IV	Undefined
SRR24605835_contigs.fasta	NODE_7463_length_3979_cov_5.692661	3509	2619	SPA_MetaAn_83_l305_st11_e925_se-1_ID=174187_1	305	B3	B3-IV	Undefined
SRR24605835_contigs.fasta	NODE_7463_length_3979_cov_5.692661	3461	2625	SPA_MetaAn_61_l292_st494_e1369_se-1_ID=139152_2	292	B3	B3-IV	Undefined
SRR24605835_contigs.fasta	NODE_7463_length_3979_cov_5.692661	3470	2631	11639273_len_281_MetaAn_59	281	B3	B3-IV	Undefined
SRR24605835_contigs.fasta	NODE_7463_length_3979_cov_5.692661	3449	2634	SPA_MetaAn_69_l301_st11_e913_se-1_ID=149249_1	301	B3	B3-IV	Undefined
ERR4183044_contigs.fasta	NODE_116087_length_1057_cov_2.646707	4	798	SPA_MetaAn_50_l279_st1066_e1902_se-1_ID=69806_4	279	B3	B3-IV	Undefined
ERR4183044_contigs.fasta	NODE_25806_length_2296_cov_1.707720	751	1626	11546758_len_305_MetaAn_50	305	B3	B3-IV	Undefined
ERR4183044_contigs.fasta	NODE_25806_length_2296_cov_1.707720	748	1638	SPA_MetaAn_6_l297_st748_e1638_se1_ID=25806_3	297	B3	B3-IV	Undefined
ERR4183044_contigs.fasta	NODE_46422_length_1695_cov_1.964024	1410	655	16890034_len_312_MetaAn_17	312	B3	B3-III	Undefined
CS1_contigs.fasta	NODE_24529_length_1403_cov_2.422107	3	794	2688882_len_281_MetaAn_67	281	D	D-III	Undefined
CS1_contigs.fasta	NODE_31327_length_1188_cov_2.278906	103	1002	SPA_MetaAn_70_l300_st103_e1002_se1_ID=31327_2	300	A	A-II	Undefined
CS1_contigs.fasta	NODE_3163_length_5318_cov_3.116283	321	1214	CARB-16	298	A	A-IV	CARB
CS1_contigs.fasta	NODE_48796_length_872_cov_1.133415	58	792	OXA-544	275	D	D-I	OXA
CS1_contigs.fasta	NODE_569_length_16790_cov_6.108933	1315	515	SPA_MetaAn_70_l267_st515_e1315_se-1_ID=569_1	267	D	D-I	Undefined
CS1_contigs.fasta	NODE_7630_length_2973_cov_2.692255	1206	2090	SPA_MetaAn_70_l295_st1206_e2090_se1_ID=7630_3	295	A	A-II	Undefined
HTP3_contigs.fasta	NODE_1970_length_2405_cov_2.698723	303	1256	SPA_MetaAn_71_l318_st303_e1256_se1_ID=1970_2	318	A	A-I	Undefined
IA6_contigs.fasta	NODE_15781_length_1251_cov_5.459030	825	1118	SHV-P3	103	A	A-XI	SHV
IA6_contigs.fasta	NODE_15781_length_1251_cov_5.459030	369	1121	TEM-P14	251	A	A-IV	TEM
IA6_contigs.fasta	NODE_15781_length_1251_cov_5.459030	375	1157	TEM-P118	261	A	A-IV	TEM
IA6_contigs.fasta	NODE_15781_length_1251_cov_5.459030	339	1196	TEM-1	286	A	A-IV	TEM
IA6_contigs.fasta	NODE_6239_length_2125_cov_2.284058	1811	927	SPA_MetaAn_3_l295_st88_e972_se1_ID=28541_1	295	A	A-II	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_131098_length_1218_cov_2.564058	473	1216	SPA_MetaAn_28_l294_st7089_e7970_se1_ID=6216_8	294	D	D-III	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_14120_length_4964_cov_13.406193	4194	4955	42052192_len_273_MetaAn_74	273	D	D-I	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_14120_length_4964_cov_13.406193	4197	4964	23837634_len_277_MetaAn_73	277	D	D-III	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_14218_length_4946_cov_3.468207	2196	3092	SPA_MetaAn_73_l299_st2196_e3092_se1_ID=14218_4	299	A	A-II	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_170480_length_1023_cov_28.827479	102	932	SPA_MetaAn_73_l277_st102_e932_se1_ID=170480_2	277	D	D-III	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_178398_length_993_cov_3.113006	185	937	TEM-P14	251	A	A-IV	TEM
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_178398_length_993_cov_3.113006	191	973	TEM-P118	261	A	A-IV	TEM
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_178398_length_993_cov_3.113006	155	991	TEM-207	286	A	A-IV	TEM
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_1787_length_15610_cov_8.555127	11184	10180	4080767_len_335_MetaAn_73	335	B3	B3-I	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_1787_length_15610_cov_8.555127	11049	10198	SPA_MetaAn_73_l291_st361_e1233_se1_ID=77215_2	291	B3	B3-I	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_273429_length_743_cov_3.039244	1	741	SPA_MetaAn_33_l305_st116_e1030_se-1_ID=122308_2	305	A	A-I	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_5101_length_8966_cov_8.281225	8291	7398	5066244_len_299_MetaAn_73	299	B3	B3-V	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_55789_length_2119_cov_19.198643	1122	2036	SPA_MetaAn_73_l305_st1122_e2036_se1_ID=55789_3	305	B3	B3-V	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_6334_length_7909_cov_4.680672	3128	2328	14432592_len_273_MetaAn_74	273	D	D-I	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_66761_length_1888_cov_36.793781	1316	423	4587436_len_299_MetaAn_73	299	B3	B3-V	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_75642_length_1741_cov_4.334520	746	1561	SPA_MetaAn_33_l296_st220_e1107_se1_ID=88023_2	296	A	A-VII	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_75642_length_1741_cov_4.334520	614	1573	SPA_MetaAn_73_l320_st614_e1573_se1_ID=75642_2	320	A	A-II	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_77215_length_1718_cov_4.587492	376	1227	21612749_len_335_MetaAn_73	335	B3	B3-I	Undefined
RDP_CKDN230001569-1A_HT3KTDSX5_L3_contigs.fasta	NODE_77215_length_1718_cov_4.587492	361	1233	SPA_MetaAn_73_l291_st361_e1233_se1_ID=77215_2	291	B3	B3-I	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_10415_length_5572_cov_15.102592	177	1019	SPA_MetaAn_17_l285_st714_e1568_se1_ID=173183_2	285	A	A-VII	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_10415_length_5572_cov_15.102592	120	1028	SPA_MetaAn_74_l303_st120_e1028_se1_ID=10415_2	303	A	A-II	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_108784_length_1571_cov_24.424802	1113	148	27584881_len_323_MetaAn_74	323	A	A-II	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_109579_length_1565_cov_6.425166	1357	548	SPA_MetaAn_74_l270_st548_e1357_se-1_ID=109579_2	270	D	D-III	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_14855_length_4600_cov_6.912651	3695	2844	SPA_MetaAn_74_l284_st2844_e3695_se-1_ID=14855_2	284	D	D-III	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_14_length_230764_cov_18.695478	111008	111823	14432592_len_273_MetaAn_74	273	D	D-I	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_15044_length_4571_cov_8.149469	2570	3529	SPA_MetaAn_74_l320_st2570_e3529_se1_ID=15044_3	320	A	A-III	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_154258_length_1303_cov_8.250000	316	1224	SPA_MetaAn_74_l303_st316_e1224_se1_ID=154258_1	303	A	A-II	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_167_length_66909_cov_18.639737	62690	63634	SPA_MetaAn_17_l320_st888_e1847_se-1_ID=73518_3	320	A	A-I	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_167_length_66909_cov_18.639737	62675	63646	SPA_MetaAn_74_l324_st62675_e63646_se1_ID=167_65	324	A	A-I	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_172172_length_1228_cov_3.463768	237	1091	SPA_MetaAn_69_l292_st6111_e6986_se1_ID=2210_7	292	B3	B3-IV	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_172172_length_1228_cov_3.463768	246	1094	10256508_len_294_MetaAn_65	294	B3	B3-IV	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_172172_length_1228_cov_3.463768	258	1097	1864848_len_293_MetaAn_9	293	B3	B3-IV	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_172172_length_1228_cov_3.463768	234	1109	SPA_MetaAn_4_l296_st1779_e2666_se1_ID=221_5	296	B3	B3-IV	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_172172_length_1228_cov_3.463768	228	1115	SPA_MetaAn_74_l296_st228_e1115_se1_ID=172172_1	296	B3	B3-IV	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_18736_length_4050_cov_6.414518	829	20	39110426_len_275_MetaAn_74	275	D	D-III	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_18736_length_4050_cov_6.414518	874	50	39384327_len_286_MetaAn_74	286	D	D-I	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_19921_length_3909_cov_7.801245	2151	1282	SPA_MetaAn_74_l290_st1282_e2151_se-1_ID=19921_4	290	B3	B3-IV	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_22012_length_3700_cov_27.307545	1798	2703	11671458_len_355_MetaAn_23	355	A	A-II	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_22012_length_3700_cov_27.307545	1867	2712	SPA_MetaAn_17_l285_st714_e1568_se1_ID=173183_2	285	A	A-VII	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_22012_length_3700_cov_27.307545	1714	2721	14048242_len_337_MetaAn_74	337	A	A-II	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_220413_length_1072_cov_2.809243	181	1071	11671458_len_355_MetaAn_23	355	A	A-II	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_222_length_57335_cov_12.314211	44521	43490	SPA_MetaAn_74_l344_st43490_e44521_se-1_ID=222_34	344	A	A-I	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_24560_length_3489_cov_8.068433	2217	1336	SPA_MetaAn_74_l294_st1336_e2217_se-1_ID=24560_3	294	A	A-III	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_254282_length_990_cov_32.703743	959	225	9189521_len_246_MetaAn_74	246	B1	B1-I	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_259416_length_980_cov_2.112432	819	1	SPA_MetaAn_30_l304_st264_e1175_se1_ID=142871_2	304	A	A-II	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_261368_length_975_cov_13.496739	967	95	SPA_MetaAn_24_l292_st88_e963_se-1_ID=35039_1	292	D	D-III	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_26307_length_3368_cov_7.860851	3001	1775	23210609_len_410_MetaAn_74	410	C	C-I	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_3462_length_10298_cov_6.264961	9411	8590	14432592_len_273_MetaAn_74	273	D	D-I	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_392217_length_778_cov_9.160443	68	775	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	270	B1	B1-I	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_392217_length_778_cov_9.160443	77	778	31192861_len_242_MetaAn_74	242	B1	B1-I	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_39442_length_2709_cov_6.920874	1138	143	SPA_MetaAn_74_l332_st143_e1138_se-1_ID=39442_2	332	A	A-I	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_39442_length_2709_cov_6.920874	1090	158	SPA_MetaAn_32_l316_st204_e1151_se1_ID=122933_2	316	A	A-I	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_407194_length_762_cov_4.543140	756	1	SPA_MetaAn_34_l303_st116_e1024_se-1_ID=37528_1	303	A	A-II	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_42348_length_2612_cov_7.511146	1030	173	SPA_MetaAn_74_l286_st173_e1030_se-1_ID=42348_1	286	D	D-III	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_47445_length_2459_cov_3.242928	224	1351	SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2	376	A	A-I	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_5445_length_7944_cov_26.366333	2085	2957	25070859_len_292_MetaAn_74	292	D	D-III	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_86741_length_1774_cov_4.951134	857	3	2863684_len_292_MetaAn_74	292	D	D-III	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_8_length_331222_cov_11.817572	224999	224079	8425597_len_308_MetaAn_74	308	B3	B3-IV	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_96530_length_1673_cov_12.466625	1432	578	SPA_MetaAn_74_l285_st578_e1432_se-1_ID=96530_2	285	D	D-III	Undefined
RUP_CKDN230001570-1A_HT3KTDSX5_L3_contigs.fasta	NODE_9_length_317490_cov_13.053976	147969	148949	39657678_len_328_MetaAn_74	328	A	A-II	Undefined
shotgun_illumina_1st_ARH_ECA53_contigs.fasta	NODE_16525_length_1211_cov_1.418685	209	1009	SPA_MetaAn_75_l267_st209_e1009_se1_ID=16525_2	267	D	D-I	Undefined
shotgun_illumina_1st_ARH_ECA53_contigs.fasta	NODE_78_length_25384_cov_3.281417	18346	17420	SPA_MetaAn_82_l309_st3053_e3979_se-1_ID=17574_3	309	B3	B3-III	Undefined
shotgun_illumina_1st_ARH_ECA53_contigs.fasta	NODE_78_length_25384_cov_3.281417	18340	17441	8095288_len_309_MetaAn_4	309	B3	B3-III	Undefined
shotgun_illumina_1st_ARH_ECA53_contigs.fasta	NODE_8364_length_1610_cov_1.965273	1036	221	SPA_MetaAn_75_l272_st221_e1036_se-1_ID=8364_2	272	A	A-VIII	Undefined
shotgun_illumina_1st_ARH_ECA53_contigs.fasta	NODE_8364_length_1610_cov_1.965273	1012	224	SPA_MetaAn_82_l289_st3986_e4852_se-1_ID=14916_7	289	A	A-IV	Undefined
shotgun_illumina_1st_ARH_ECA53_contigs.fasta	NODE_8364_length_1610_cov_1.965273	970	227	3945633_len_295_MetaAn_57	295	A	A-III	Undefined
shotgun_illumina_1st_ARH_ECA53_contigs.fasta	NODE_978_length_6120_cov_3.075680	973	1674	SPA_MetaAn_23_l258_st1450_e2223_se1_ID=17702_3	258	B1	B1-I	Undefined
shotgun_illumina_1st_ARH_ECA53_contigs.fasta	NODE_978_length_6120_cov_3.075680	889	1680	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	270	B1	B1-I	Undefined
shotgun_illumina_1st_ARH_ECA53_contigs.fasta	NODE_978_length_6120_cov_3.075680	952	1689	SPA_MetaAn_75_l246_st952_e1689_se1_ID=978_2	246	B1	B1-I	Undefined
shotgun_illumina_1st_COP_ECA53_contigs.fasta	NODE_105239_length_810_cov_2.170861	808	38	891403_len_299_MetaAn_83	299	A	A-IV	Undefined
shotgun_illumina_1st_COP_ECA53_contigs.fasta	NODE_21023_length_2096_cov_1.620774	1276	2043	SPA_MetaAn_76_l256_st1276_e2043_se1_ID=21023_3	256	B2	B2-I	Undefined
shotgun_illumina_1st_COP_ECA53_contigs.fasta	NODE_452_length_17631_cov_5.414372	7718	6609	SPA_MetaAn_83_l435_st3519_e4823_se1_ID=6932_4	435	C	C-I	Undefined
shotgun_illumina_1st_COP_ECA53_contigs.fasta	NODE_452_length_17631_cov_5.414372	7712	6615	17530938_len_391_MetaAn_62	391	C	C-I	Undefined
shotgun_illumina_1st_COP_ECA53_contigs.fasta	NODE_47622_length_1311_cov_1.292197	1236	322	SPA_MetaAn_76_l305_st322_e1236_se-1_ID=47622_2	305	A	A-IV	Undefined
shotgun_illumina_1st_COP_ECA53_contigs.fasta	NODE_94313_length_866_cov_2.170160	812	54	SPA_MetaAn_76_l253_st54_e812_se-1_ID=94313_1	253	B1	B1-III	Undefined
shotgun_illumina_1st_DEH_ECA53_contigs.fasta	NODE_10894_length_3867_cov_2.524397	3383	2646	SPA_MetaAn_77_l246_st2646_e3383_se-1_ID=10894_3	246	B1	B1-I	Undefined
shotgun_illumina_1st_DEH_ECA53_contigs.fasta	NODE_10894_length_3867_cov_2.524397	3389	2655	SPA_MetaAn_23_l270_st220_e1029_se-1_ID=93401_1	270	B1	B1-I	Undefined
shotgun_illumina_1st_DEH_ECA53_contigs.fasta	NODE_10894_length_3867_cov_2.524397	3332	2658	SPA_MetaAn_78_l250_st139_e888_se-1_ID=10946_2	250	B1	B1-I	Undefined
shotgun_illumina_1st_DEH_ECA53_contigs.fasta	NODE_11772_length_3650_cov_2.322670	2386	1508	SPA_MetaAn_77_l293_st1508_e2386_se-1_ID=11772_2	293	B3	B3-IV	Undefined
shotgun_illumina_1st_DEH_ECA53_contigs.fasta	NODE_139263_length_647_cov_1.709459	561	4	SPA_MetaAn_21_l223_st44_e712_se1_ID=156526_1	223	B1	B1-I	Undefined
shotgun_illumina_1st_DEH_ECA53_contigs.fasta	NODE_2494_length_10473_cov_7.204742	1730	1011	36413597_len_242_MetaAn_74	242	B1	B1-I	Undefined
shotgun_illumina_1st_DEH_ECA53_contigs.fasta	NODE_2494_length_10473_cov_7.204742	1679	1020	SPA_MetaAn_78_l250_st139_e888_se-1_ID=10946_2	250	B1	B1-I	Undefined
shotgun_illumina_1st_DEH_ECA53_contigs.fasta	NODE_286_length_38462_cov_3.376676	4189	5019	SPA_MetaAn_17_l285_st714_e1568_se1_ID=173183_2	285	A	A-VII	Undefined
shotgun_illumina_1st_DEH_ECA53_contigs.fasta	NODE_286_length_38462_cov_3.376676	4132	5037	SPA_MetaAn_77_l302_st4132_e5037_se1_ID=286_3	302	A	A-II	Undefined
shotgun_illumina_1st_DEH_ECA53_contigs.fasta	NODE_32869_length_1752_cov_2.066588	1737	754	SPA_MetaAn_77_l328_st754_e1737_se-1_ID=32869_2	328	A	A-IV	Undefined
